No,ID_Perfume,perfume,brand,top notes,mid notes,base notes,is_lokal
6714,FRGN-6714,dilis-classic-collection-no-37,dilis-parfum,"anise, mandarin orange, lemon, orange","mimosa, iris, hawthorn, heliotrope","musk, cedar",FALSE
6715,FRGN-6715,intense-instinct,david-beckham,"melon, ginger, lemon","violet leaf, cedar, coriander","teak wood, musk",FALSE
6716,FRGN-6716,intimately-yours-men,david-beckham,"blood orange, amalfi lemon, green notes","lavender, sage, basil","tonka bean, sandalwood, vetyver",FALSE
6717,FRGN-6717,chameleon,franck-boclet,"petitgrain, bergamot, grapefruit, mandarin orange","tuberose, egyptian jasmine, rose","almond, musk, sandal",FALSE
6718,FRGN-6718,violet-noir,christina-aguilera,"passionfruit, blood grapefruit, nectarine blossom","orange blossom, rose, iris","patchouli, amber, musk",FALSE
6719,FRGN-6719,loubidoo,christian-louboutin,strawberry,rose,cedar,FALSE
6720,FRGN-6720,sal-y-limon,carner-barcelona,"italian lemon, lime, bergamot","cassis, orange blossom, jasmine","musk, patchouli, amber",FALSE
6721,FRGN-6721,dark-vinyl-musk,bohoboco,"labdanum, sandalwood, rose","olibanum, styrax, resins","labdanum, leather, amber, musk",FALSE
6722,FRGN-6722,tohfa-pink,bait-al-bakhoor,"vanilla, white flowers, rose","citruses, powdery notes, yellow flowers","coconut, white musk, orange blossom",FALSE
6723,FRGN-6723,historic-doria,afnan,"raspberry, lemon zest, orange blossom","ambroxan, tuberose, jasmine, mandarin orange","woody notes, musk, jasmine sambac",FALSE
6724,FRGN-6724,l-aventure-blanche,al-haramain-perfumes,"lemon, bergamot, lavender, rose","black currant, jasmine, orris, lily-of-the-valley","sandalwood, amber",FALSE
6725,FRGN-6725,amber,al-haramain-perfumes,"spicy notes, saffron, cloves, geranium, lemon, lavender","sandalwood, rose, cedar, orris, artemisia","amber, patchouli, labdanum, guaiac wood, sandalwood, musk, amyris",FALSE
6726,FRGN-6726,sondos,al-rehab,lemongrass,jasmine,"indian oud, sandalowood",FALSE
6727,FRGN-6727,club-de-nuit-intense-man-limited-edition-parfum-2024,armaf,"pineapple, black pepper, pink pepper, lemon, bergamot, lime","rose, jasmine, lily-of-the-valley, freesia","ambroxan, white musk, leather, cedar, patchouli, ambergris",FALSE
6728,FRGN-6728,centre-action,avon,"grass, water notes, black pepper","grapefruit, violet leaf, lavender","vetiver, oakmoss, leather",FALSE
6729,FRGN-6729,charisma,avon,"aldehydes, coriander, hyacinth, neroli, peach, bergamot","carnation, rose, lily-of-the-valley, ylang-ylang, narcissus, jasmine, orris root","civetta, musk, styrax, sandalwood, amber, tonka bean, vanille",FALSE
6730,FRGN-6730,artistique-wisteria-sublime,avon,wisteria,nasturtium,natural musk,FALSE
6731,FRGN-6731,attraction-one-fresh,avon,"fig, lemon blossom, brazilian orange, violet","lime, watery notes, lily-of-the-valley","cedar, tonka bean, benzoin",FALSE
6732,FRGN-6732,avon-luck-la-vie,avon,"strawberry, mirabelle, mandarin orange","lily-of-the-valley, lime (linden) blossom, jasmine sambac","marshmallow, white cedar extract, peach",FALSE
6733,FRGN-6733,musk-intense,avon,bergamot,watery notes,"musk, patchouli",FALSE
6734,FRGN-6734,u-by-ungaro-for-him,avon,"pomegranate, bitter orange, grapefruit","immortelle, cardamom, cedar","peru balsam, vetiver, patchouli, tonka bean, sandalwood",FALSE
6735,FRGN-6735,encanto-inspiring,avon,fruits,violet,caramel,FALSE
6736,FRGN-6736,mesmerize-black-for-her,avon,mandarin orange,jasmine,australian sandalwood,FALSE
6737,FRGN-6737,scent-essence-blushing-raspberry,avon,raspberry,mango,white wood,FALSE
6738,FRGN-6738,scentini-plum-twist,avon,"cranberry, pomegranate, grapefruit","plum, water notes, rose","praline, cinnamon",FALSE
6739,FRGN-6739,azzaro-pour-homme-naughty-leather,azzaro,artemisia,leather,vanilla,FALSE
6740,FRGN-6740,wanted-eau-de-parfum,azzaro,juniper berries,sage,vetiver,FALSE
6741,FRGN-6741,cucumber-melon,bath-body-works,melon,"cucumber, lily-of-the-valley, jasmine",musk,FALSE
6742,FRGN-6742,circus-fantasy,britney-spears,"raspberry, sugar, apricot blossom","orchid, peony, water lily","sweet notes, vanilla, musk, violet, woody notes",FALSE
6743,FRGN-6743,burberry-london-for-women-special-edition-2009,burberry,"pink pepper, grapefruit, mandarin orange","cyclamen, rose, lily-of-the-valley","woodsy notes, musk",FALSE
6744,FRGN-6744,my-burberry-limited-edition,burberry,"sweet pea, mandarin orange, bergamot","freesia, quince, geranium","damask rose, rose, patchouli",FALSE
6745,FRGN-6745,goldea,bvlgari,"musk, raspberry, orange blossom, bergamot","ylang-ylang, musk, jasmine","amber, musk, patchouli, papyrus",FALSE
6746,FRGN-6746,blue-moon-ginger-dash,by-kilian,"lemon, calone","ginger, vodka","ambroxan, white musk",FALSE
6747,FRGN-6747,ck-one-summer-2010,calvin-klein,"amalfi lemon, mandarin orange, watermelon, pear","lemon verbena, water lily, marigold, violet leaf","vetyver, virginia cedar, patchouli",FALSE
6748,FRGN-6748,delices-de-cartier-eau-de-parfum,cartier,"cherry, pink pepper, bergamot","violet, jasmine, freesia","tonka bean, amber, sandalwood, musk",FALSE
6749,FRGN-6749,hemp-ginger,clean,"ginger, bergamot","sichuan pepper, cardamom","agarwood (oud), saffron",FALSE
6750,FRGN-6750,soft-laundry,clean,"water notes, bergamot, pear","water lily, jasmine, iris","musk, amber, sandalwood",FALSE
6751,FRGN-6751,jasmal,creed,bergamot,"italian jasmine, moroccan jasmine","galbanum, ambergris",FALSE
6752,FRGN-6752,white-peacock-lily,ds-durga,"grapefruit, cabreuva, nerium oleander","white lily, whipped cream, egyptian jasmine, violet","watery notes, ambrette (musk mallow), vanilla",FALSE
6753,FRGN-6753,cool-water-night-dive-woman,davidoff,mandarin orange,"mastic or lentisque, woody notes, pistachio, jasmine","cedar, patchouli, amber",FALSE
6754,FRGN-6754,cool-water-sea-scent-and-sun,davidoff,"watermelon, pineapple, peach, lemon, cassia","jasmine, lily, vetiver, rose","amber, sandalwood",FALSE
6755,FRGN-6755,cool-water-woman-wave,davidoff,"frangipani, pear, lime","sea notes, jasmine sambac, floral notes","woody notes, amber",FALSE
6756,FRGN-6756,j-adore,dior,"pear, melon, magnolia, peach, mandarin orange, bergamot","jasmine, lily-of-the-valley, tuberose, freesia, rose, orchid, plum, violet","musk, vanilla, blackberry, cedar",FALSE
6757,FRGN-6757,dolce-gabbana-pour-homme-intenso,dolce-gabbana,"lavender, water notes, basil, geranium, marigold","tobacco, hay, clary sage, moepel accord, bran","sandalwood, cypress, musk, amber, labdanum",FALSE
6758,FRGN-6758,d-g-anthology-la-lune-18,dolce-gabbana,"red apple, green notes, bergamot","lily, tuberose, rose","leather, musk, orris root, sandalwood",FALSE
6759,FRGN-6759,5th-avenue-gold,elizabeth-arden,"lily-of-the-valley, mandarin orange, bergamot","jasmine, guava, iris, rose",musk,FALSE
6760,FRGN-6760,green-tea-camellia,elizabeth-arden,"amalfi lemon, yuzu, bergamot, rhubarb, orange, caraway","tea, camelia, peony, magnolia, jasmine, mint, mandarin blossom, celery seeds, fennel, plum, cloves","birch, spices, oak moss, musk, amber",FALSE
6761,FRGN-6761,modern-muse,estee-lauder,mandarin orange,"jasmine sambac, chinese jasmine, lily, honeysuckle, flower petals, tuberose","musk, woody notes, patchouli, patchouli leaf, amber, madagascar vanilla",FALSE
6762,FRGN-6762,archives-69,etat-libre-d-orange,"pink pepper, paprika, mandarin orange","incense, plum, orchid","camphor, musk, benzoin, patchouli",FALSE
6763,FRGN-6763,gelsomino-nobile-edizione-speciale,acqua-di-parma,"mandarin orange, pink pepper","jasmine, tuberose, orange blossom","musk, cedar",FALSE
6764,FRGN-6764,yuzu-eau-de-parfum,acqua-di-parma,"yuzu, calabrian bergamot, sichuan pepper","lotus, mimosa, violet leaf, jasmine","musk, sandalwood, licorice",FALSE
6765,FRGN-6765,bracken-woman,amouage,"fern, wild berries","chamomile, leather, narcissus, lily","birch, vetiver, patchouli",FALSE
6766,FRGN-6766,gucci-bloom-intense,gucci,"pear, ginger, mandarin orange","tuberose, night blooming jasmine, jasmine sambac, orange blossom","patchouli, moss, coconut",FALSE
6767,FRGN-6767,guilty-love-edition-mmxxi-pour-femme,gucci,"pink pepper, mandora, bergamot","violet, lilac, geranium","patchouli, amber",FALSE
6768,FRGN-6768,meteorites-le-parfum,guerlain,"apple, green notes, bergamot, cassis","violet, mimosa, rose","white musk, orris, woody notes, sandalwood",FALSE
6769,FRGN-6769,aqua-allegoria-flora-cherrysia-sakura-collection-2020,guerlain,"bergamot, watermelon","cherry blossom, pear, rose","violet, woodsy notes, musk",FALSE
6770,FRGN-6770,idylle,guerlain,"tincture of rose, freesia, litchi, raspberry","lily-of-the-valley, jasmine, lilac, peony, lily","musk, patchouli",FALSE
6771,FRGN-6771,la-petite-robe-noire-mon-eau-de-lingerie,guerlain,"bergamot, sour cherry","turkish rose, bulgarian rose","black tea, patchouli",FALSE
6772,FRGN-6772,twilly-d-hermes-eau-ginger,hermes,peony,"candied ginger, ginger",cedar,FALSE
6773,FRGN-6773,hugo-xy,hugo-boss,"cedar, pear leaf, bergamot","mint, basil","cedar, musk, patchouli",FALSE
6774,FRGN-6774,english-pear-sweet-pea,jo-malone-london,williams pear,sweet pea,white musk,FALSE
6775,FRGN-6775,lotus-blossom-water-lily,jo-malone-london,"grapefruit, bergamot, mandarin orange","lotus, water lily, honeysuckle, freesia, jasmine","musk, guaiac wood, incense, amber, sandalwood",FALSE
6776,FRGN-6776,musc-invisible,juliette-has-a-gun,jasmine,cotton flower,white musk,FALSE
6777,FRGN-6777,into-the-void,juliette-has-a-gun,licorice,"orchid, tonka bean","ambroxan, guaiac wood, papyrus, patchouli, cedar",FALSE
6778,FRGN-6778,metal-chypre,juliette-has-a-gun,"pink pepper, bergamot","suede, iris, patchouli, amber","ambroxan, white musk, tonka bean",FALSE
6779,FRGN-6779,flower-in-the-air-summer-edition,kenzo,"pomegranate, guava, red currant","freesia, rose",white musk,FALSE
6780,FRGN-6780,madly-kenzo-kiss-n-fly,kenzo,"litchi, pear, grapefruit","lily, freesia, jasmine","musk, cedar",FALSE
6781,FRGN-6781,batucada,l-artisan-parfumeur,"lime, mint, cachaça","tiare flower, ylang-ylang","sea water, salt, coconut",FALSE
6782,FRGN-6782,la-vie-est-belle-soleil-cristal,lancome,"mandarin orange, pink pepper, bergamot","ylang-ylang, iris, orange blossom, jasmine","coconut, vanilla, patchouli",FALSE
6783,FRGN-6783,24-carat-pure-gold,lattafa-perfumes,"agarwood (oud), saffron, cinnamon","rose, sandalwood","leather, incense, musk, amber, vanilla",FALSE
6784,FRGN-6784,asad-zanzibar,lattafa-perfumes,"lavender, black pepper","coconut water, iris, salt","vanilla, incense",FALSE
6785,FRGN-6785,vanille-paradoxe,les-parfums-de-rosine,"rosemary, juniper berries, grapefruit","cardamom, cedar, angelica, rose","vanilla, musk, ambroxan",FALSE
6786,FRGN-6786,si-lolita,lolita-lempicka,"mandarin orange, bergamot","pink pepper, elemi resin, sweet pea, heliotrope, wallflower","elemi, patchouli, tonka bean, amber",FALSE
6787,FRGN-6787,special-red-edition,m-micallef,"barberry, cherry, hawthorn, pink pepper","rose, apple, melon, jasmine","sandalwood, vanilla, agarwood (oud), musk, patchouli",FALSE
6788,FRGN-6788,edenfalls,m-micallef,"pink pepper, bergamot, tangerine","coriander, jasmine, neroli","vanilla, milk mousse, musk, patchouli",FALSE
6789,FRGN-6789,les-4-saisons-hiver,m-micallef,"orange, neroli, amalfi lemon","ylang-ylang, iris, cinnamon, jasmine","almond, sandalwood, vanilla, musk, virginia cedar",FALSE
6790,FRGN-6790,lazy-sunday-morning,maison-martin-margiela,"aldehydes, lily-of-the-valley, pear","rose, iris, orange blossom","white musk, ambrette (musk mallow), indonesian patchouli leaf",FALSE
6791,FRGN-6791,music-festival,maison-martin-margiela,"cannabis, red apple, violet leaf","patchouli, tobacco, incense","leather, cypress, cedar",FALSE
6792,FRGN-6792,daisy-blush,marc-jacobs,"pear, water lily, bergamot","lily-of-the-valley, mimosa, honeysuckle","musk, woody notes",FALSE
6793,FRGN-6793,daisy-dream-sunshine,marc-jacobs,"raspberry, sour cherry",orange blossom,"solar notes, musk, berry fruits",FALSE
6794,FRGN-6794,marc-jacobs-rain-splash-2016,marc-jacobs,"grass, clementine, wild strawberry, cypress","watery notes, sunflower, passion flower, white orchid","musk, moss, teak wood, amber",FALSE
6795,FRGN-6795,pomegranate-splash,marc-jacobs,"pomegranate, bergamot, mandarin orange","rhuburb, violet","musk, vanille, amber",FALSE
6796,FRGN-6796,ithaque,memo-paris,"bergamot, sichuan pepper, mandarin orange, pink pepper, bitter orange, madagascar pepper","currant buds, red currant, raspberry, juniper berries, egyptian jasmine","texas cedar, patchouli",FALSE
6797,FRGN-6797,sweet-flowers,montale,"cotton candy, white peach, ginger, pepper, bergamot","patchouli, tuberose, jasmine sambac, violet","madagascar vanilla, white musk, sandalwood, oakmoss, cedar",FALSE
6798,FRGN-6798,vanilla-extasy,montale,"apricot, apricot blossom","vanilla, ylang-ylang, jasmine","benzoin, sandalwood, resins, mahogany",FALSE
6799,FRGN-6799,femme-individuelle-soul-senses,montblanc,"almond blossom, mandarin orange, garden dill","peach, frangipani, rose","amber, clover, cedar",FALSE
6800,FRGN-6800,angel-aqua-chic,mugler,amalfi lemon,"cornflower or sultan seeds, pink pepper","patchouli, vanille",FALSE
6801,FRGN-6801,womanity-aqua-chic,mugler,"coriander, red berries, black currant",mandarin blossom,"spices, woody notes",FALSE
6802,FRGN-6802,narciso-rodriguez-for-her-10th-anniversary-limited-edition,narciso-rodriguez,"orange blossom, osmanthus, bergamot","egyptian musk, amber","vetiver, vanilla",FALSE
6803,FRGN-6803,kaiak-o2,natura,"lemon, watery notes, lavender, grapefruit, mint, juniper, apple, ginger, black pepper, pepper, cardamom, priprioca","pine, geranium, cedar, violet","moss, patchouli, vetiver, sandalwood, amber",FALSE
6804,FRGN-6804,vovo,natura,"pear, cardamom, bergamot","rose, lily-of-the-valley, pear blossom","musk, amber, heliotrope",FALSE
6805,FRGN-6805,l-extase,nina-ricci,"pink pepper, peach, pear","rose, raspberry, white flowers, jasmine","caramel, siam benzoin, amber, vanilla, musk, patchouli, virginia cedar",FALSE
6806,FRGN-6806,accordes-lumiere-silver,o-boticario,"grapefruit, bergamot, mandarin orange, pear","tiare flower, red berries, lily-of-the-valley, green notes, jasmine","benzoin, amber, virginia cedar, musk",FALSE
6807,FRGN-6807,arbo-botanic,o-boticario,"green notes, lemon, bergamot, ginger, pink pepper","lavender, cypress, geranium, violet","musk, cedar, amber, vetiver, olibanum",FALSE
6808,FRGN-6808,capricho-tenho-super-poderes,o-boticario,"red fruits, green notes, bergamot, pepper, mint","almond, jasmine, freesia","musk, cedar, sandalwood, vanilla, amber",FALSE
6809,FRGN-6809,intense-gloss,o-boticario,"raspberry, orange, mandarin orange, grapefruit","milk, violet, pear, lotus, jasmine, lily-of-the-valley, osmanthus","vanilla, norlimbanol™, sandalwood, tonka bean, cashmere wood, amber, musk, cedar",FALSE
6810,FRGN-6810,men-only,o-boticario,"tangerine, ginger, mint, black pepper, thyme","amber, peach, basil, vetiver, violet leaf","vanilla, tonka bean, guaiac wood, leather, musk, cashmere wood",FALSE
6811,FRGN-6811,rose,o-boticario,"damask rose, bergamot","bourbon rose, white rose, labdanum","rosa rubiginosa, patchouli, oakmoss",FALSE
6812,FRGN-6812,xandria,ormonde-jayne,"rum, palisander rosewood, apple","ceylon cinnamon, tonka bean","agarwood (oud), amber, earthy notes, guaiac wood, musk",FALSE
6813,FRGN-6813,lady-million-absolutely-gold,paco-rabanne,raspberry,"jasmine, orange blossom","cashmeran, neroli",FALSE
6814,FRGN-6814,big-pony-4-for-women,ralph-lauren,"blood orange, black currant, watermelon","cherry, magnolia","amber, cedar, sylkolide",FALSE
6815,FRGN-6815,dhan-al-oudh-safwa,rasasi,"woody notes, citruses",rose,"agarwood (oud), musk, amber",FALSE
6816,FRGN-6816,oudh-al-raghda,rasasi,"currant buds, black currant leaf, cardamom, ginger, tangerine","lily, ylang-ylang, tuberose, orange blossom, hyacinth","agarwood (oud), ambergris, woody notes, musk",FALSE
6817,FRGN-6817,eau-de-rochas-escapade-tropicale,rochas,"lemon, neroli, grapefruit, black currant, orange","water fruit, mango, melon, hedione, lily-of-the-valley, peony","musk, raspberry, cedar, ambroxan, vanilla",FALSE
6818,FRGN-6818,dali-eau-de-toilette,salvador-dali,"african orange flower, tangerine, bergamot","jasmine, magnolia, rose","musk, woodsy notes, vanille",FALSE
6819,FRGN-6819,itislove-intense,salvador-dali,"pink pepper, grapefruit, pomegranate","immortelle, iris, narcissus, rose","musk, amber, vanille, sandalwood",FALSE
6820,FRGN-6820,purplelips-sensual,salvador-dali,"black currant, pepper, violet, freesia","cinnamon, somalian opoponax, vanilla orchid","patchouli, sandalwood, amber",FALSE
6821,FRGN-6821,tuscan-soul,salvatore-ferragamo,"bergamot, petitgrain","orange blossom, magnolia","fig tree, iris flower",FALSE
6822,FRGN-6822,kristina,tiziana-terenzi,"calabrian bergamot, grapefruit, iris, green mandarin","black currant, green tea, iris, tuscan iris","musk, galbanum, patchouli, australian sandalwood",FALSE
6823,FRGN-6823,arethusa,tiziana-terenzi,"fig, plum, sage, ginger, pink grapefruit, orange, red sandalwood","pomegranate, heather, saffron, orange blossom, jasmine, rose","sea water, salt, vetiver, sand, white nerium oleander, leather, labdanum, patchouli, broom, liquidambar",FALSE
6824,FRGN-6824,st-kitts-for-women,tommy-bahama,"carambola (star fruit), mango, pear","frangipani, freesia","driftwood, musk, vanilla",FALSE
6825,FRGN-6825,loud-for-him,tommy-hilfiger,patchouli,rose,tobacco,FALSE
6826,FRGN-6826,sound-of-donna,trussardi,"green almond, mandarin orange, magnolia","tuberose, heliotrope, rose","whipped cream, chestnut, patchouli, sandalwood",FALSE
6827,FRGN-6827,eros-pour-femme,versace,"sicilian lemon, pomegranate, calabrian bergamot","lemon blossom, jasmine sambac, jasmine, peony","musk, ambroxan, woodsy notes, sandalwood",FALSE
6828,FRGN-6828,flowerbomb-ruby-orchid,viktor-rolf,"peach, vine",orchid,vanilla bean,FALSE
6829,FRGN-6829,ilm,xerjoff,"laotian oud, gurjan balsam, australian sandalwood","laotian oud, ambergris, oakmoss, atlas cedar","laotian oud, amber",FALSE
6830,FRGN-6830,zara-night-eau-de-parfum,zara,bergamot,"peony, rose",vanilla,FALSE
6831,FRGN-6831,vibrant-caramel,zara,"bergamot, tangerine",apple blossom,"vanilla, praline",FALSE
6832,FRGN-6832,captivatingly-paris,zara,pear,rose,musk,FALSE
6833,FRGN-6833,oh-the-origin-eau-de-toilette,tous,"green mandarin, pear, wild rose","cedar, turkish rose","sandalwood, benzoin, vanilla",FALSE
